Filename,Rating
AF1.jpg,1.0
AF2.jpg,1.0
AF3.jpg,0.0
AF4.jpg,1.0
AF5.jpg,0.0
AF6.jpg,0.0
AF7.jpg,1.0
AF8.jpg,1.0
AF9.jpg,1.0
AF10.jpg,1.0
AF11.jpg,1.0
AF12.jpg,0.0
AF13.jpg,1.0
AF14.jpg,0.0
AF15.jpg,1.0
AF16.jpg,0.0
AF17.jpg,1.0
AF18.jpg,0.0
AF19.jpg,1.0
AF20.jpg,0.0
AF21.jpg,0.0
AF22.jpg,0.0
AF23.jpg,1.0
AF24.jpg,0.0
AF25.jpg,0.0
AM1.jpg,1.0
AM2.jpg,1.0
AM3.jpg,1.0
AM4.jpg,1.0
AM5.jpg,0.0
AM6.jpg,0.0
AM7.jpg,0.0
AM8.jpg,1.0
AM9.jpg,1.0
AM10.jpg,0.0
AM11.jpg,1.0
AM12.jpg,0.0
AM13.jpg,0.0
AM14.jpg,1.0
AM15.jpg,1.0
AM16.jpg,1.0
AM17.jpg,0.0
AM18.jpg,0.0
AM19.jpg,1.0
AM20.jpg,0.0
AM21.jpg,1.0
AM22.jpg,1.0
AM23.jpg,1.0
AM24.jpg,0.0
AM25.jpg,1.0
CF1.jpg,1.0
CF2.jpg,1.0
CF3.jpg,1.0
CF4.jpg,1.0
CF5.jpg,1.0
CF6.jpg,1.0
CF7.jpg,1.0
CF8.jpg,1.0
CF9.jpg,0.0
CF10.jpg,1.0
CF11.jpg,0.0
CF12.jpg,1.0
CF13.jpg,0.0
CF14.jpg,1.0
CF15.jpg,1.0
CF16.jpg,1.0
CF17.jpg,1.0
CF18.jpg,1.0
CF19.jpg,1.0
CF20.jpg,0.0
CF21.jpg,1.0
CF22.jpg,1.0
CF23.jpg,1.0
CF24.jpg,1.0
CF25.jpg,1.0
CM1.jpg,0.0
CM2.jpg,1.0
CM3.jpg,1.0
CM4.jpg,1.0
CM5.jpg,0.0
CM6.jpg,0.0
CM7.jpg,1.0
CM8.jpg,0.0
CM9.jpg,1.0
CM10.jpg,0.0
CM11.jpg,1.0
CM12.jpg,1.0
CM13.jpg,0.0
CM14.jpg,0.0
CM15.jpg,0.0
CM16.jpg,1.0
CM17.jpg,1.0
CM18.jpg,0.0
CM19.jpg,1.0
CM20.jpg,1.0
CM21.jpg,0.0
CM22.jpg,1.0
CM23.jpg,1.0
CM24.jpg,0.0
CM25.jpg,1.0
AM1998.jpg,0.0
AF1427.jpg,1.0
CF245.jpg,1.0
CM447.jpg,0.0
CF352.jpg,1.0
AF420.jpg,1.0
AF874.jpg,0.0
AF449.jpg,1.0
CF373.jpg,0.0
AF1597.jpg,1.0
AF510.jpg,1.0
CF641.jpg,1.0
AF1584.jpg,1.0
AF100.jpg,0.0
AF1677.jpg,1.0
AF963.jpg,1.0
CF512.jpg,1.0
AF965.jpg,1.0
AF1746.jpg,1.0
CF255.jpg,0.0
CM656.jpg,0.0
AM1965.jpg,1.0
AM1250.jpg,0.0
CM60.jpg,1.0
AM1460.jpg,0.0
CF80.jpg,1.0
CM115.jpg,1.0
AM240.jpg,1.0
AF452.jpg,0.0
AM1808.jpg,1.0
CM745.jpg,1.0
AM969.jpg,0.0
AF1480.jpg,0.0
AM1577.jpg,1.0
AF1896.jpg,0.0
CF421.jpg,1.0
AM1727.jpg,1.0
AF1151.jpg,0.0
AF334.jpg,0.0
AM1778.jpg,0.0
CM287.jpg,0.0
AF765.jpg,1.0
AM110.jpg,0.0
AF776.jpg,1.0
CF313.jpg,0.0
AM1781.jpg,1.0
AM200.jpg,0.0
AM800.jpg,1.0
CM357.jpg,0.0
AM1569.jpg,1.0
CF528.jpg,1.0
AF1203.jpg,0.0
AM1262.jpg,0.0
CM468.jpg,1.0
AF374.jpg,0.0
AM501.jpg,0.0
AM1487.jpg,1.0
AF1181.jpg,1.0
AM470.jpg,0.0
AF968.jpg,0.0
